ANNEE,REGION,SEXE,AGE,POPULATION,NB_ETUDIANTS_OC
2022,Bourgogne-Franche-Comté,M,60 ans ou plus,384913,0
2022,Bourgogne-Franche-Comté,F,50-54 ans,94518,0
2022,Bretagne,M,30-34 ans,93119,5
2022,Bretagne,M,50-54 ans,113178,0
2022,Bretagne,M,55-59 ans,111645,0
2022,Bretagne,F,45-49 ans,108917,1
2022,Corse,M,25-29 ans,8350,0
2022,Corse,M,45-49 ans,11263,0
2022,Corse,F,35-39 ans,11588,0
2022,Grand Est,M,25-29 ans,156316,6
2022,Grand Est,M,55-59 ans,187667,3
2022,Grand Est,F,25-29 ans,151462,2
2022,Grand Est,F,45-49 ans,175778,1
2022,Hauts-de-France,F,30-34 ans,184679,7
2022,Hauts-de-France,F,35-39 ans,194611,12
2022,Île-de-France,M,45-49 ans,411669,22
2022,Île-de-France,M,60 ans ou plus,1142183,10
2022,Île-de-France,F,35-39 ans,450961,31
2022,Île-de-France,F,40-44 ans,434771,34
2022,Île-de-France,F,60 ans ou plus,1452302,1
2022,Normandie,M,45-49 ans,101654,1
2022,Normandie,F,30-34 ans,95173,0
2022,Pays de la Loire,F,40-44 ans,122673,3
2022,DOM,F,45-49 ans,73821,1
2022,Bretagne,M,45-49 ans,110035,4
2022,Grand Est,F,35-39 ans,175546,3
2022,Île-de-France,F,25-29 ans,438011,12
2022,Normandie,M,40-44 ans,98210,3
2022,Occitanie,F,60 ans ou plus,1002662,0
2022,Provence-Alpes-Côte d'Azur,M,35-39 ans,149106,8
2022,DOM,M,35-39 ans,58086,1
2022,DOM,M,40-44 ans,58307,1
2022,DOM,F,25-29 ans,65404,0
2022,DOM,F,55-59 ans,77813,0
2022,Normandie,F,60 ans ou plus,545498,0
2022,Occitanie,M,40-44 ans,182583,6
2022,Provence-Alpes-Côte d'Azur,M,45-49 ans,157331,4
2023,Auvergne-Rhône-Alpes,M,35-39 ans,254929,6
2023,Auvergne-Rhône-Alpes,F,35-39 ans,265347,4
2023,Auvergne-Rhône-Alpes,F,40-44 ans,269093,2
2023,Bourgogne-Franche-Comté,M,35-39 ans,79638,2
2023,Bretagne,F,20-24 ans,88884,0
2023,Centre-Val-de-Loire,F,30-34 ans,72125,2
2023,Centre-Val-de-Loire,F,40-44 ans,78967,0
2023,Corse,M,50-54 ans,12404,0
2023,Corse,F,40-44 ans,12256,0
2023,Hauts-de-France,F,50-54 ans,196655,2
2023,Île-de-France,M,20-24 ans,416143,5
2023,Normandie,M,20-24 ans,95268,0
2023,Normandie,M,35-39 ans,97527,1
2023,Normandie,M,50-54 ans,108188,2
2023,Occitanie,F,35-39 ans,184797,0
2023,Pays de la Loire,M,35-39 ans,116316,3
2023,Pays de la Loire,M,45-49 ans,122950,3
2023,Provence-Alpes-Côte d'Azur,F,35-39 ans,161413,1
2023,Bourgogne-Franche-Comté,F,55-59 ans,95756,0
2023,Grand Est,M,30-34 ans,165680,10
2023,Normandie,M,25-29 ans,86765,6
2023,Occitanie,F,20-24 ans,167446,0
2023,Occitanie,F,30-34 ans,176683,4
2023,Provence-Alpes-Côte d'Azur,F,30-34 ans,153822,4
2023,DOM,M,35-39 ans,58401,1
2024,Auvergne-Rhône-Alpes,M,25-29 ans,233708,21
2024,Auvergne-Rhône-Alpes,M,30-34 ans,248470,12
2024,Auvergne-Rhône-Alpes,M,40-44 ans,261660,8
2024,Auvergne-Rhône-Alpes,M,50-54 ans,273015,2
2024,Auvergne-Rhône-Alpes,F,45-49 ans,251139,1
2024,Bourgogne-Franche-Comté,M,30-34 ans,75239,4
2024,Bourgogne-Franche-Comté,F,25-29 ans,68927,0
2024,Bourgogne-Franche-Comté,F,35-39 ans,82006,0
2024,Bourgogne-Franche-Comté,F,50-54 ans,94337,0
2024,Corse,M,25-29 ans,8424,0
2024,Corse,M,45-49 ans,10880,0
2024,Corse,M,60 ans ou plus,52054,0
2024,Corse,F,40-44 ans,12438,0
2024,Corse,F,45-49 ans,11649,0
2024,Grand Est,F,45-49 ans,165728,0
2024,Hauts-de-France,M,50-54 ans,195404,3
2024,Hauts-de-France,M,60 ans ou plus,678088,0
2024,Hauts-de-France,F,40-44 ans,194518,0
2024,Hauts-de-France,F,45-49 ans,183072,0
2024,Hauts-de-France,F,55-59 ans,190767,0
2024,Île-de-France,F,25-29 ans,443743,33
2024,Normandie,M,30-34 ans,92519,3
2024,Normandie,M,40-44 ans,100620,2
2024,Normandie,F,35-39 ans,101555,3
2024,Nouvelle-Aquitaine,M,60 ans ou plus,881629,0
2024,Occitanie,M,35-39 ans,178331,5
2024,Occitanie,M,45-49 ans,180337,2
2024,Occitanie,M,50-54 ans,200718,2
2024,Pays de la Loire,M,45-49 ans,120524,1
2024,Pays de la Loire,M,55-59 ans,121107,1
2024,Pays de la Loire,F,60 ans ou plus,613439,0
2024,Provence-Alpes-Côte d'Azur,F,35-39 ans,163415,1
2024,Provence-Alpes-Côte d'Azur,F,55-59 ans,183582,1
2024,Provence-Alpes-Côte d'Azur,F,60 ans ou plus,904351,0
2024,Île-de-France,M,35-39 ans,424579,35
2024,Nouvelle-Aquitaine,M,40-44 ans,185604,3
2024,Pays de la Loire,M,30-34 ans,111504,3
2024,Pays de la Loire,F,30-34 ans,110656,4
2025,Auvergne-Rhône-Alpes,F,40-44 ans,274129,2
2025,Bourgogne-Franche-Comté,M,50-54 ans,91657,0
2025,Bourgogne-Franche-Comté,M,60 ans ou plus,397082,0
2025,Bourgogne-Franche-Comté,F,45-49 ans,80679,1
2025,Bretagne,F,35-39 ans,102090,0
2025,Centre-Val-de-Loire,M,35-39 ans,73969,7
2025,Centre-Val-de-Loire,M,45-49 ans,73979,2
2025,Centre-Val-de-Loire,F,20-24 ans,63918,0
2025,Centre-Val-de-Loire,F,35-39 ans,77328,1
2025,Centre-Val-de-Loire,F,45-49 ans,75728,2
2025,Corse,F,60 ans ou plus,62269,0
2025,Grand Est,F,40-44 ans,178994,1
2025,Hauts-de-France,F,60 ans ou plus,881251,0
2025,Normandie,M,25-29 ans,88363,2
2025,Normandie,F,25-29 ans,86690,0
2025,Normandie,F,35-39 ans,101139,0
2025,Normandie,F,40-44 ans,104630,0
2025,Normandie,F,50-54 ans,109319,2
2025,Nouvelle-Aquitaine,M,55-59 ans,201904,3
2025,Nouvelle-Aquitaine,M,60 ans ou plus,895959,0
2025,Nouvelle-Aquitaine,F,35-39 ans,184929,2
2025,Provence-Alpes-Côte d'Azur,M,40-44 ans,157493,5
2025,Provence-Alpes-Côte d'Azur,M,60 ans ou plus,724189,0
2025,DOM,M,35-39 ans,59506,2
2025,DOM,M,60 ans ou plus,226474,1
2025,DOM,F,55-59 ans,77418,0
2025,Normandie,F,55-59 ans,110493,1
2022,Auvergne-Rhône-Alpes,M,35-39 ans,254980,16
2022,Auvergne-Rhône-Alpes,M,60 ans ou plus,963910,2
2022,Auvergne-Rhône-Alpes,F,60 ans ou plus,1201312,1
2022,Bourgogne-Franche-Comté,F,40-44 ans,83548,1
2022,Bretagne,M,25-29 ans,86968,2
2022,Bretagne,M,60 ans ou plus,453105,1
2022,Centre-Val-de-Loire,M,25-29 ans,63579,1
2022,Pays de la Loire,F,45-49 ans,124709,2
2022,Auvergne-Rhône-Alpes,F,55-59 ans,266994,1
2022,Bourgogne-Franche-Comté,F,20-24 ans,69439,0
2022,Centre-Val-de-Loire,M,60 ans ou plus,344445,0
2022,Centre-Val-de-Loire,F,20-24 ans,63649,0
2022,Centre-Val-de-Loire,F,25-29 ans,62933,0
2022,Corse,M,50-54 ans,12318,0
2022,Corse,F,20-24 ans,7707,0
2022,Corse,F,25-29 ans,9075,0
2022,Corse,F,45-49 ans,12028,0
2022,Occitanie,F,55-59 ans,208809,2
2022,Pays de la Loire,M,50-54 ans,125268,2
2022,Pays de la Loire,F,60 ans ou plus,597045,0
2022,Provence-Alpes-Côte d'Azur,M,25-29 ans,130652,4
2022,DOM,M,50-54 ans,68280,2
2022,Centre-Val-de-Loire,M,55-59 ans,84364,0
2022,Île-de-France,F,20-24 ans,422554,5
2022,Normandie,F,40-44 ans,100250,0
2022,Normandie,F,50-54 ans,110009,1
2022,Occitanie,M,35-39 ans,175287,12
2022,Occitanie,F,35-39 ans,184360,3
2022,Occitanie,F,40-44 ans,190696,5
2022,Pays de la Loire,M,40-44 ans,121601,0
2022,Pays de la Loire,M,55-59 ans,120546,1
2022,Provence-Alpes-Côte d'Azur,F,55-59 ans,183572,1
2022,Occitanie,F,20-24 ans,165787,0
2022,Pays de la Loire,F,30-34 ans,111621,1
2022,DOM,M,20-24 ans,61007,0
2023,Auvergne-Rhône-Alpes,M,25-29 ans,230913,8
2023,Auvergne-Rhône-Alpes,F,20-24 ans,229432,1
2023,Auvergne-Rhône-Alpes,F,25-29 ans,227409,2
2023,Bourgogne-Franche-Comté,F,20-24 ans,69402,0
2023,Bourgogne-Franche-Comté,F,30-34 ans,75607,2
2023,Bourgogne-Franche-Comté,F,60 ans ou plus,477652,0
2023,Bretagne,M,25-29 ans,88364,4
2023,Bretagne,M,30-34 ans,93617,1
2023,Bretagne,F,45-49 ans,106033,1
2023,Corse,M,60 ans ou plus,51099,0
2023,Grand Est,M,25-29 ans,156200,6
2023,Grand Est,M,40-44 ans,172810,4
2023,Normandie,F,40-44 ans,102550,1
2023,Normandie,F,55-59 ans,112449,0
2023,Nouvelle-Aquitaine,M,20-24 ans,166493,2
2023,Nouvelle-Aquitaine,M,30-34 ans,164722,9
2023,Nouvelle-Aquitaine,M,50-54 ans,204474,0
2023,Nouvelle-Aquitaine,F,40-44 ans,192386,3
2023,Occitanie,M,20-24 ans,176233,1
2023,Occitanie,M,25-29 ans,162789,3
2023,Pays de la Loire,M,50-54 ans,127720,2
2023,Provence-Alpes-Côte d'Azur,F,45-49 ans,161442,0
2023,DOM,M,45-49 ans,60939,0
2023,DOM,F,45-49 ans,72174,1
2023,Bretagne,M,45-49 ans,106882,1
2023,Normandie,M,60 ans ou plus,434121,0
2023,Nouvelle-Aquitaine,F,45-49 ans,193003,3
2023,Occitanie,F,55-59 ans,210139,1
2023,Provence-Alpes-Côte d'Azur,M,25-29 ans,131426,7
2023,Provence-Alpes-Côte d'Azur,M,40-44 ans,156764,2
2023,Provence-Alpes-Côte d'Azur,M,50-54 ans,168712,1
2023,DOM,F,30-34 ans,74264,0
2023,DOM,F,40-44 ans,73571,1
2024,Auvergne-Rhône-Alpes,M,20-24 ans,241352,7
2024,Bourgogne-Franche-Comté,M,20-24 ans,78362,4
2024,Bourgogne-Franche-Comté,M,50-54 ans,93416,0
2024,Bourgogne-Franche-Comté,M,60 ans ou plus,392583,0
2024,Bourgogne-Franche-Comté,F,20-24 ans,69173,0
2024,Bretagne,M,25-29 ans,89853,3
2024,Bretagne,M,45-49 ans,103461,1
2024,Centre-Val-de-Loire,M,50-54 ans,86285,1
2024,Centre-Val-de-Loire,F,20-24 ans,63860,0
2024,Centre-Val-de-Loire,F,55-59 ans,87682,0
2024,Corse,M,20-24 ans,8212,0
2024,Corse,F,20-24 ans,8201,0
2024,Corse,F,30-34 ans,10652,0
2024,Corse,F,35-39 ans,11622,0
2024,Grand Est,M,25-29 ans,157330,10
2024,Grand Est,M,35-39 ans,170903,11
2024,Hauts-de-France,M,40-44 ans,190633,2
2024,Hauts-de-France,F,35-39 ans,194351,2
2024,Hauts-de-France,F,60 ans ou plus,871036,0
2024,Île-de-France,M,25-29 ans,423707,57
2024,Île-de-France,M,55-59 ans,367112,2
2024,Normandie,F,40-44 ans,103530,1
2024,Normandie,F,50-54 ans,110853,1
2024,Occitanie,M,40-44 ans,185590,4
2024,Occitanie,F,60 ans ou plus,1032706,0
2024,Provence-Alpes-Côte d'Azur,F,30-34 ans,152482,1
2024,DOM,M,25-29 ans,51814,1
2024,DOM,F,50-54 ans,75754,0
2024,Nouvelle-Aquitaine,M,55-59 ans,201878,1
2024,Pays de la Loire,F,40-44 ans,126263,2
2024,Provence-Alpes-Côte d'Azur,M,35-39 ans,151759,9
2024,Provence-Alpes-Côte d'Azur,M,55-59 ans,168575,2
2024,DOM,M,40-44 ans,58735,1
2025,Auvergne-Rhône-Alpes,M,25-29 ans,235447,18
2025,Auvergne-Rhône-Alpes,M,35-39 ans,259958,6
2025,Bourgogne-Franche-Comté,M,20-24 ans,78498,4
2025,Bretagne,M,60 ans ou plus,481196,0
2025,Bretagne,F,40-44 ans,107887,1
2025,Bretagne,F,55-59 ans,115175,0
2025,Centre-Val-de-Loire,M,30-34 ans,68087,2
2025,Centre-Val-de-Loire,F,40-44 ans,79739,2
2025,Corse,F,25-29 ans,8846,0
2025,Grand Est,M,55-59 ans,182488,1
2025,Grand Est,F,60 ans ou plus,885198,0
2025,Hauts-de-France,M,45-49 ans,177828,4
2025,Hauts-de-France,F,30-34 ans,175804,2
2025,Île-de-France,M,20-24 ans,415907,27
2025,Île-de-France,M,50-54 ans,400926,10
2025,Île-de-France,F,35-39 ans,456217,35
2025,Île-de-France,F,60 ans ou plus,1512916,0
2025,Normandie,F,20-24 ans,88416,0
2025,Nouvelle-Aquitaine,F,25-29 ans,153330,0
2025,Nouvelle-Aquitaine,F,55-59 ans,212230,1
2025,Occitanie,F,30-34 ans,176222,4
2025,Occitanie,F,60 ans ou plus,1049847,0
2025,Pays de la Loire,F,25-29 ans,104230,1
2025,Pays de la Loire,F,35-39 ans,120736,1
2025,Provence-Alpes-Côte d'Azur,M,35-39 ans,153608,11
2025,DOM,M,40-44 ans,59234,3
2025,DOM,M,45-49 ans,59182,0
2025,DOM,F,45-49 ans,69912,1
2022,Auvergne-Rhône-Alpes,M,25-29 ans,229782,8
2022,Auvergne-Rhône-Alpes,F,35-39 ans,265304,6
2022,Bourgogne-Franche-Comté,F,35-39 ans,81864,1
2022,Bourgogne-Franche-Comté,F,55-59 ans,95896,0
2022,Centre-Val-de-Loire,M,20-24 ans,68680,2
2022,Corse,M,30-34 ans,10433,0
2022,Corse,M,55-59 ans,11579,0
2022,Hauts-de-France,M,25-29 ans,167168,2
2022,Bourgogne-Franche-Comté,M,20-24 ans,77847,0
2022,Bretagne,F,50-54 ans,114041,0
2022,Centre-Val-de-Loire,F,55-59 ans,87537,0
2022,Centre-Val-de-Loire,F,60 ans ou plus,426427,0
2022,Corse,F,30-34 ans,10719,0
2022,Grand Est,M,30-34 ans,166340,10
2022,Grand Est,F,30-34 ans,168006,4
2022,Hauts-de-France,F,40-44 ans,190967,4
2022,Occitanie,M,45-49 ans,185979,3
2022,Pays de la Loire,F,35-39 ans,119787,1
2022,DOM,F,40-44 ans,72658,2
2022,Nouvelle-Aquitaine,M,40-44 ans,182141,7
2022,Nouvelle-Aquitaine,M,55-59 ans,201205,1
2022,Nouvelle-Aquitaine,F,50-54 ans,209507,2
2022,Pays de la Loire,M,30-34 ans,111092,7
2022,Pays de la Loire,M,35-39 ans,116874,7
2022,Pays de la Loire,F,20-24 ans,104598,0
2022,DOM,M,60 ans ou plus,201324,0
2022,DOM,F,30-34 ans,73032,0
2022,DOM,F,50-54 ans,77630,0
2022,Occitanie,M,55-59 ans,196716,2
2023,Bourgogne-Franche-Comté,M,50-54 ans,93596,0
2023,Bourgogne-Franche-Comté,F,45-49 ans,84446,1
2023,Bretagne,F,30-34 ans,92742,2
2023,Centre-Val-de-Loire,M,55-59 ans,84737,1
2023,Corse,M,30-34 ans,10458,0
2023,Corse,F,30-34 ans,10824,0
2023,Grand Est,M,45-49 ans,169185,0
2023,Grand Est,M,60 ans ou plus,700403,0
2023,Grand Est,F,20-24 ans,153559,0
2023,Grand Est,F,60 ans ou plus,864234,0
2023,Hauts-de-France,M,50-54 ans,193496,2
2023,Hauts-de-France,M,60 ans ou plus,666952,1
2023,Hauts-de-France,F,35-39 ans,193965,3
2023,Île-de-France,M,25-29 ans,417066,60
2023,Île-de-France,M,40-44 ans,414697,35
2023,Île-de-France,F,25-29 ans,437192,25
2023,Normandie,M,55-59 ans,107234,0
2023,Normandie,F,50-54 ans,110586,1
2023,Nouvelle-Aquitaine,F,60 ans ou plus,1082578,0
2023,Occitanie,M,30-34 ans,171167,7
2023,Occitanie,M,40-44 ans,185223,4
2023,Occitanie,F,60 ans ou plus,1015889,0
2023,Pays de la Loire,M,55-59 ans,120949,1
2023,Pays de la Loire,F,20-24 ans,106230,0
2023,Pays de la Loire,F,35-39 ans,118913,0
2023,Pays de la Loire,F,55-59 ans,123676,1
2023,DOM,M,55-59 ans,70914,0
2023,DOM,F,55-59 ans,78240,0
2023,Bretagne,M,35-39 ans,98437,0
2023,Corse,M,25-29 ans,8330,0
2023,Hauts-de-France,F,55-59 ans,192990,0
2023,Île-de-France,F,45-49 ans,409558,13
2023,DOM,M,40-44 ans,58283,0
2023,Corse,F,20-24 ans,8048,0
2024,Auvergne-Rhône-Alpes,M,45-49 ans,249055,7
2024,Auvergne-Rhône-Alpes,F,35-39 ans,267546,2
2024,Bourgogne-Franche-Comté,M,55-59 ans,93527,0
2024,Centre-Val-de-Loire,M,20-24 ans,69151,2
2024,Centre-Val-de-Loire,F,45-49 ans,76632,0
2024,Corse,M,30-34 ans,10359,0
2024,Corse,F,25-29 ans,8911,0
2024,Grand Est,F,25-29 ans,151302,2
2024,Hauts-de-France,F,50-54 ans,197643,0
2024,Île-de-France,M,40-44 ans,412624,25
2024,Île-de-France,F,50-54 ans,408392,2
2024,Île-de-France,F,55-59 ans,387164,1
2024,Île-de-France,F,60 ans ou plus,1492141,0
2024,Normandie,F,60 ans ou plus,556982,0
2024,Nouvelle-Aquitaine,M,30-34 ans,164004,11
2024,Nouvelle-Aquitaine,M,35-39 ans,176676,5
2024,Occitanie,M,55-59 ans,197840,1
2024,Pays de la Loire,M,25-29 ans,105648,4
2024,Grand Est,M,40-44 ans,173027,3
2024,DOM,M,50-54 ans,66573,0
2025,Auvergne-Rhône-Alpes,F,30-34 ans,250779,4
2025,Auvergne-Rhône-Alpes,F,50-54 ans,272818,2
2025,Auvergne-Rhône-Alpes,F,60 ans ou plus,1248519,0
2025,Bourgogne-Franche-Comté,M,55-59 ans,93347,1
2025,Bretagne,M,35-39 ans,100783,4
2025,Centre-Val-de-Loire,M,40-44 ans,76229,3
2025,Corse,M,60 ans ou plus,53186,0
2025,Corse,F,30-34 ans,10633,0
2025,Corse,F,40-44 ans,12598,0
2025,Grand Est,M,20-24 ans,165443,3
2025,Grand Est,M,60 ans ou plus,722908,0
2025,Grand Est,F,25-29 ans,151291,2
2025,Hauts-de-France,F,45-49 ans,181398,0
2025,Hauts-de-France,F,50-54 ans,196962,0
2025,Île-de-France,F,20-24 ans,426753,6
2025,Île-de-France,F,30-34 ans,454546,33
2025,Île-de-France,F,50-54 ans,407009,6
2025,Normandie,F,30-34 ans,91958,0
2025,Nouvelle-Aquitaine,M,25-29 ans,156062,6
2025,Nouvelle-Aquitaine,M,45-49 ans,180710,3
2025,Nouvelle-Aquitaine,F,45-49 ans,187375,0
2025,Nouvelle-Aquitaine,F,50-54 ans,213480,2
2025,Occitanie,M,30-34 ans,171837,7
2025,Occitanie,F,35-39 ans,188441,3
2025,Occitanie,F,40-44 ans,196937,2
2025,Pays de la Loire,M,25-29 ans,108301,3
2025,Pays de la Loire,M,30-34 ans,111252,4
2025,Pays de la Loire,M,40-44 ans,123539,3
2025,Pays de la Loire,M,45-49 ans,120204,3
2025,Pays de la Loire,F,50-54 ans,129924,0
2025,Provence-Alpes-Côte d'Azur,F,20-24 ans,132017,2
2025,Provence-Alpes-Côte d'Azur,F,25-29 ans,137745,3
2025,Provence-Alpes-Côte d'Azur,F,55-59 ans,181916,1
2025,DOM,M,25-29 ans,51544,2
2025,DOM,F,30-34 ans,74085,1
2025,DOM,F,50-54 ans,75277,0
2025,Occitanie,M,25-29 ans,167524,12
2022,Bourgogne-Franche-Comté,F,45-49 ans,87123,0
2022,Bretagne,F,55-59 ans,114499,0
2022,Centre-Val-de-Loire,F,30-34 ans,72900,4
2022,Corse,M,20-24 ans,8131,0
2022,Île-de-France,M,40-44 ans,413734,47
2022,Bretagne,F,30-34 ans,92960,4
2022,Bretagne,F,60 ans ou plus,572569,0
2022,Corse,F,50-54 ans,12260,0
2022,Grand Est,F,20-24 ans,153260,0
2022,Grand Est,F,50-54 ans,187809,0
2022,Grand Est,F,60 ans ou plus,856514,0
2022,Normandie,F,55-59 ans,112927,1
2022,Nouvelle-Aquitaine,M,20-24 ans,164944,0
2022,Occitanie,M,50-54 ans,197135,0
2022,Occitanie,F,45-49 ans,192843,1
2022,Provence-Alpes-Côte d'Azur,F,50-54 ans,177411,1
2022,Île-de-France,M,35-39 ans,418794,55
2022,Normandie,F,35-39 ans,101931,1
2022,Nouvelle-Aquitaine,M,60 ans ou plus,855814,1
2022,Occitanie,M,30-34 ans,169648,14
2022,Pays de la Loire,M,25-29 ans,102069,4
2022,Provence-Alpes-Côte d'Azur,F,60 ans ou plus,877683,0
2022,DOM,M,45-49 ans,63017,2
2022,Grand Est,F,55-59 ans,193756,1
2022,Normandie,M,20-24 ans,94648,0
2022,Nouvelle-Aquitaine,F,25-29 ans,150191,1
2022,Pays de la Loire,M,45-49 ans,125732,3
2022,DOM,M,55-59 ans,70332,0
2023,Auvergne-Rhône-Alpes,M,55-59 ans,262845,0
2023,Bourgogne-Franche-Comté,F,40-44 ans,84668,0
2023,Centre-Val-de-Loire,M,25-29 ans,64319,5
2023,Centre-Val-de-Loire,M,35-39 ans,73080,1
2023,Centre-Val-de-Loire,F,20-24 ans,64035,0
2023,Corse,M,45-49 ans,11025,0
2023,Corse,F,35-39 ans,11488,0
2023,Corse,F,45-49 ans,11710,0
2023,Corse,F,55-59 ans,12267,0
2023,Grand Est,F,40-44 ans,176650,0
2023,Grand Est,F,45-49 ans,170113,0
2023,Hauts-de-France,M,45-49 ans,185847,2
2023,Hauts-de-France,F,25-29 ans,167276,4
2023,Île-de-France,M,30-34 ans,438217,66
2023,Île-de-France,F,50-54 ans,407088,4
2023,Île-de-France,F,60 ans ou plus,1470656,0
2023,Nouvelle-Aquitaine,M,25-29 ans,151786,10
2023,Nouvelle-Aquitaine,M,55-59 ans,201810,0
2023,Nouvelle-Aquitaine,F,20-24 ans,155061,0
2023,Occitanie,M,60 ans ou plus,824784,0
2023,Occitanie,F,40-44 ans,194300,1
2023,Pays de la Loire,M,25-29 ans,103415,3
2023,Pays de la Loire,F,40-44 ans,125434,1
2023,Pays de la Loire,F,50-54 ans,128015,1
2023,Provence-Alpes-Côte d'Azur,M,30-34 ans,144587,12
2023,DOM,M,50-54 ans,67830,1
2023,DOM,F,25-29 ans,64847,0
2023,Nouvelle-Aquitaine,F,50-54 ans,212228,2
2023,Occitanie,M,35-39 ans,175588,2
2023,Provence-Alpes-Côte d'Azur,F,50-54 ans,178024,1
2023,Normandie,M,30-34 ans,93525,2
2023,Nouvelle-Aquitaine,M,35-39 ans,173767,2
2024,Auvergne-Rhône-Alpes,M,55-59 ans,262549,0
2024,Auvergne-Rhône-Alpes,F,55-59 ans,267544,0
2024,Bourgogne-Franche-Comté,M,25-29 ans,72601,3
2024,Bourgogne-Franche-Comté,M,40-44 ans,83663,1
2024,Bretagne,M,20-24 ans,97516,3
2024,Bretagne,M,35-39 ans,99723,2
2024,Bretagne,F,50-54 ans,117320,0
2024,Bretagne,F,55-59 ans,114677,0
2024,Centre-Val-de-Loire,M,35-39 ans,73618,6
2024,Centre-Val-de-Loire,M,45-49 ans,75392,1
2024,Centre-Val-de-Loire,M,60 ans ou plus,351290,0
2024,Centre-Val-de-Loire,F,40-44 ans,79432,1
2024,Corse,F,60 ans ou plus,61085,0
2024,Grand Est,F,35-39 ans,175809,1
2024,Grand Est,F,40-44 ans,177761,0
2024,Île-de-France,M,45-49 ans,401052,16
2024,Île-de-France,F,40-44 ans,439141,8
2024,Nouvelle-Aquitaine,M,20-24 ans,167150,3
2024,Nouvelle-Aquitaine,F,20-24 ans,154708,2
2024,Nouvelle-Aquitaine,F,30-34 ans,168301,3
2024,Nouvelle-Aquitaine,F,50-54 ans,214332,2
2024,Occitanie,F,25-29 ans,163043,2
2024,Occitanie,F,55-59 ans,209325,0
2024,Pays de la Loire,M,50-54 ans,130086,0
2024,Pays de la Loire,F,35-39 ans,120118,0
2024,Provence-Alpes-Côte d'Azur,F,20-24 ans,132925,0
2024,Provence-Alpes-Côte d'Azur,F,25-29 ans,135599,7
2024,DOM,M,30-34 ans,57072,2
2024,DOM,F,45-49 ans,70810,1
2024,DOM,F,55-59 ans,78432,0
2024,Pays de la Loire,F,25-29 ans,103048,1
2025,Auvergne-Rhône-Alpes,M,55-59 ans,261726,1
2025,Bourgogne-Franche-Comté,F,20-24 ans,69717,0
2025,Bourgogne-Franche-Comté,F,55-59 ans,94606,0
2025,Corse,M,55-59 ans,12077,0
2025,Grand Est,M,40-44 ans,174132,2
2025,Grand Est,M,50-54 ans,181982,3
2025,Grand Est,F,20-24 ans,152953,0
2025,Hauts-de-France,M,25-29 ans,168759,11
2025,Hauts-de-France,M,55-59 ans,183544,0
2025,Île-de-France,M,25-29 ans,432042,51
2025,Île-de-France,M,35-39 ans,428984,38
2025,Île-de-France,M,55-59 ans,364275,5
2025,Île-de-France,F,55-59 ans,383539,1
2025,Normandie,M,45-49 ans,94461,0
2025,Occitanie,M,45-49 ans,180443,5
2025,Occitanie,M,55-59 ans,197637,4
2025,Pays de la Loire,M,20-24 ans,117003,1
2025,Provence-Alpes-Côte d'Azur,M,20-24 ans,138637,4
2025,Provence-Alpes-Côte d'Azur,M,55-59 ans,167189,1
2025,Provence-Alpes-Côte d'Azur,F,35-39 ans,165497,2
2025,Provence-Alpes-Côte d'Azur,F,50-54 ans,175563,2
2025,Provence-Alpes-Côte d'Azur,F,60 ans ou plus,920335,0
2025,DOM,M,20-24 ans,58887,0
2025,Normandie,M,20-24 ans,95762,0
2025,Provence-Alpes-Côte d'Azur,F,40-44 ans,168724,5
2024,Auvergne-Rhône-Alpes,Non renseigné,40-44 ans,,2
2025,Bretagne,Non renseigné,60 ans ou plus,,1
2023,DOM,Non renseigné,20-24 ans,,1
2023,DOM,Non renseigné,35-39 ans,,1
2022,Provence-Alpes-Côte d'Azur,Non renseigné,30-34 ans,,11
2023,Grand Est,Non renseigné,45-49 ans,,2
2023,Hauts-de-France,Non renseigné,30-34 ans,,5
2024,Auvergne-Rhône-Alpes,Non renseigné,20-24 ans,,1
2023,Normandie,Non renseigné,35-39 ans,,4
2024,Nouvelle-Aquitaine,Non renseigné,35-39 ans,,2
2023,Nouvelle-Aquitaine,Non renseigné,50-54 ans,,3
2023,Nouvelle-Aquitaine,Non renseigné,20-24 ans,,1
2024,Occitanie,Non renseigné,40-44 ans,,1
2023,Nouvelle-Aquitaine,Non renseigné,40-44 ans,,3
2023,Grand Est,Non renseigné,50-54 ans,,1
2023,Centre-Val-de-Loire,Non renseigné,25-29 ans,,2
2022,Provence-Alpes-Côte d'Azur,Non renseigné,50-54 ans,,2
2025,Grand Est,Non renseigné,50-54 ans,,2
2022,Normandie,Non renseigné,40-44 ans,,1
2023,Bretagne,Non renseigné,30-34 ans,,4
2022,Île-de-France,Non renseigné,50-54 ans,,24
2023,Auvergne-Rhône-Alpes,Non renseigné,25-29 ans,,6
2025,Nouvelle-Aquitaine,Non renseigné,60 ans ou plus,,1
2024,Hauts-de-France,Non renseigné,25-29 ans,,1
2023,Île-de-France,Non renseigné,20-24 ans,,1
2022,DOM,Non renseigné,40-44 ans,,1
2025,Normandie,Non renseigné,45-49 ans,,1
2024,Nouvelle-Aquitaine,Non renseigné,45-49 ans,,1
2022,Auvergne-Rhône-Alpes,Non renseigné,25-29 ans,,11
2022,Grand Est,Non renseigné,40-44 ans,,6
2023,Hauts-de-France,Non renseigné,35-39 ans,,6
2025,Nouvelle-Aquitaine,Non renseigné,25-29 ans,,2
